Address;AddressFM;location;point;Lat;Long
Sternbrücke;Frankfurt am Main Sternbrücke;Sternbrücke, Rödelheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60489, Deutschland;50.121462, 8.6191412, 0.0;50.121.462;86.191.412
Sternstraße;Frankfurt am Main Sternstraße;Sternstraße, Nordend West, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60318, Deutschland;50.12124, 8.6821399, 0.0;5.012.124;86.821.399
Stettenstraße;Frankfurt am Main Stettenstraße;Stettenstraße, Nordend West, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60322, Deutschland;50.1321401, 8.6782938, 0.0;501.321.401;86.782.938
Stettiner Straße;Frankfurt am Main Stettiner Straße;Stettiner Straße, Bergen-Enkheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60388, Deutschland;50.1478599, 8.7593937, 0.0;501.478.599;87.593.937
Steuernagelstraße;Frankfurt am Main Steuernagelstraße;Steuernagelstraße, Friedrich-Ebert-Siedlung, Europaviertel, Gallus, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60326, Deutschland;50.0965321, 8.6256447, 0.0;500.965.321;86.256.447
Stichelstraße;Frankfurt am Main Stichelstraße;Stichelstraße, Rödelheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60489, Deutschland;50.12734, 8.6167467, 0.0;5.012.734;86.167.467
Stichgärtenstraße;Frankfurt am Main Stichgärtenstraße;Stichgärtenstraße, Nied, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65934, Deutschland;50.0989414, 8.5648772, 0.0;500.989.414;85.648.772
Stichlingstraße;Frankfurt am Main Stichlingstraße;Stichlingstraße, Gutleutviertel, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60327, Deutschland;50.0995214, 8.6581965, 0.0;500.995.214;86.581.965
Stieglitzenweg;Frankfurt am Main Stieglitzenweg;Stieglitzenweg, Unterliederbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65929, Deutschland;50.1032577, 8.5298851, 0.0;501.032.577;85.298.851
Stierstädter Straße;Frankfurt am Main Stierstädter Straße;Stierstädter Straße, Praunheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60488, Deutschland;50.1480679, 8.6108064, 0.0;501.480.679;86.108.064
Stiftstraße;Frankfurt am Main Stiftstraße;Stiftstraße, Innenstadt, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60313, Deutschland;50.1154928, 8.6825552, 0.0;501.154.928;86.825.552
Stiftung-Waisenhaus-Weg;Frankfurt am Main Stiftung-Waisenhaus-Weg;Stiftung-Waisenhaus-Weg, Riedberg, Kalbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60438, Deutschland;50.1815716, 8.6274518, 0.0;501.815.716;86.274.518
Stockheimer Straße;Frankfurt am Main Stockheimer Straße;Stockheimer Straße, Bornheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60385, Deutschland;50.1267192, 8.7153097, 0.0;501.267.192;87.153.097
Stockholmer Straße;Frankfurt am Main Stockholmer Straße;Stockholmer Straße, Gallus, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60327, Deutschland;50.1089678, 8.6491329, 0.0;501.089.678;86.491.329
Stoltzestraße;Frankfurt am Main Stoltzestraße;Stoltzestraße, Innenstadt, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60311, Deutschland;50.1127256, 8.6895851, 0.0;501.127.256;86.895.851
Storchgasse;Frankfurt am Main Storchgasse;Storchgasse, Höchst, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65929, Deutschland;50.100497, 8.5486275, 0.0;50.100.497;85.486.275
Strahlenberger Weg;Frankfurt am Main Strahlenberger Weg;Strahlenberger Weg, Sachsenhausen Nord, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60599, Deutschland;50.1037838, 8.703297, 0.0;501.037.838;8.703.297
Stralsunder Straße;Frankfurt am Main Stralsunder Straße;Stralsunder Straße, Westend Nord, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60323, Deutschland;50.1307, 8.6697633, 0.0;501.307;86.697.633
Straßburger Straße;Frankfurt am Main Straßburger Straße;Straßburger Straße, Schwanheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60528, Deutschland;50.076401, 8.6162784, 0.0;50.076.401;86.162.784
Straße der Nationen;Frankfurt am Main Straße der Nationen;Straße der Nationen, Bockenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60486, Deutschland;50.1100861, 8.6267504, 0.0;501.100.861;86.267.504
Straße zur Internationalen Schule;Frankfurt am Main Straße zur Internationalen Schule;Straße zur Internationalen Schule, Sindlingen, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65931, Deutschland;50.0834603, 8.5076222, 0.0;500.834.603;85.076.222
Straßheimstraße;Frankfurt am Main Straßheimstraße;Straßheimstraße, Sachsenhausen, Sachsenhausen Nord, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60596, Deutschland;50.0961442, 8.6692641, 0.0;500.961.442;86.692.641
Stresemannallee;Frankfurt am Main Stresemannallee;Stresemannallee, Sachsenhausen, Sachsenhausen Nord, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60596, Deutschland;50.0974222, 8.6705884, 0.0;500.974.222;86.705.884
Stroofstraße;Frankfurt am Main Stroofstraße;Stroofstraße, Nied, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65933, Deutschland;50.0927804, 8.5774193, 0.0;500.927.804;85.774.193
Strubbergstraße;Frankfurt am Main Strubbergstraße;Strubbergstraße, Rödelheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60489, Deutschland;50.1215188, 8.6023752, 0.0;501.215.188;86.023.752
Stützeläckerweg;Frankfurt am Main Stützeläckerweg;Stützeläckerweg, Rödelheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60489, Deutschland;50.1305257, 8.5949778, 0.0;501.305.257;85.949.778
Stupanusstraße;Frankfurt am Main Stupanusstraße;Stupanusstraße, Höchst, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65929, Deutschland;50.1049544, 8.5477951, 0.0;501.049.544;85.477.951
Stuttgarter Straße;Frankfurt am Main Stuttgarter Straße;Stuttgarter Straße, Gutleutviertel, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60329, Deutschland;50.1048797, 8.6616222, 0.0;501.048.797;86.616.222
Sudermannstraße;Frankfurt am Main Sudermannstraße;Sudermannstraße, Ginnheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60431, Deutschland;50.1404613, 8.6571793, 0.0;501.404.613;86.571.793
Sudetenstraße;Frankfurt am Main Sudetenstraße;Sudetenstraße, Nieder-Erlenbach, Harheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.2053008, 8.7049698, 0.0;502.053.008;87.049.698
Sulzbacher Straße;Frankfurt am Main Sulzbacher Straße;Sulzbacher Straße, Europaviertel, Gallus, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60326, Deutschland;50.1023077, 8.6353011, 0.0;501.023.077;86.353.011
Südallee;Frankfurt am Main Südallee;Südallee, Schwanheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65929, Deutschland;50.0808407, 8.5463016, 0.0;500.808.407;85.463.016
Tacitusstraße;Frankfurt am Main Tacitusstraße;Tacitusstraße, Heddernheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60439, Deutschland;50.159348, 8.6367437, 0.0;50.159.348;86.367.437
Tagetesweg;Frankfurt am Main Tagetesweg;Tagetesweg, Frankfurter Berg, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60433, Deutschland;50.1657684, 8.6855814, 0.0;501.657.684;86.855.814
Taläckerstraße;Frankfurt am Main Taläckerstraße;Taläckerstraße, Griesheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65933, Deutschland;50.0903868, 8.602107, 0.0;500.903.868;8.602.107
Talstraße;Frankfurt am Main Talstraße;Talstraße, Kalbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.1855724, 8.6463115, 0.0;501.855.724;86.463.115
Tannenkopfweg;Frankfurt am Main Tannenkopfweg;Tannenkopfweg, Schwanheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60529, Deutschland;50.0868044, 8.6040504, 0.0;500.868.044;86.040.504
Tannenwaldstraße;Frankfurt am Main Tannenwaldstraße;Tannenwaldstraße, Schwanheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60529, Deutschland;50.0838215, 8.5774465, 0.0;500.838.215;85.774.465
Tannenweg;Frankfurt am Main Tannenweg;Tannenweg, Nieder-Eschbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.2035488, 8.6686996, 0.0;502.035.488;86.686.996
Tarnowitzer Straße;Frankfurt am Main Tarnowitzer Straße;Tarnowitzer Straße, Griesheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65933, Deutschland;50.1039683, 8.5918465, 0.0;501.039.683;85.918.465
Taschnerstraße;Frankfurt am Main Taschnerstraße;Taschnerstraße, Bergen-Enkheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60388, Deutschland;50.1462911, 8.7488697, 0.0;501.462.911;87.488.697
Taubenstraße;Frankfurt am Main Taubenstraße;Taubenstraße, Innenstadt, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60313, Deutschland;50.1164278, 8.6778952, 0.0;501.164.278;86.778.952
Taufsteinweg;Frankfurt am Main Taufsteinweg;Taufsteinweg, Eckenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60435, Deutschland;50.1513497, 8.6858324, 0.0;501.513.497;86.858.324
Taunusanlage;Frankfurt am Main Taunusanlage;Taunusanlage, Westend Süd, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60325, Deutschland;50.113636, 8.6689503, 0.0;50.113.636;86.689.503
Taunusblick;Frankfurt am Main Taunusblick;Taunusblick, Nied, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65934, Deutschland;50.1089915, 8.5833934, 0.0;501.089.915;85.833.934
Taunusstraße;Frankfurt am Main Taunusstraße;Höhenstraße, Nordend Ost, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60385, Deutschland;50.1244815, 8.6999663, 0.0;501.244.815;86.999.663
Taunustor;Frankfurt am Main Taunustor;Taunustor, Innenstadt, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60329, Deutschland;50.1106625, 8.6716907, 0.0;501.106.625;86.716.907
Teichstraße;Frankfurt am Main Teichstraße;Teichstraße, Sachsenhausen, Sachsenhausen Nord, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60594, Deutschland;50.1030335, 8.6941328, 0.0;501.030.335;86.941.328
Tel-Aviv-Platz;Frankfurt am Main Tel-Aviv-Platz;Tel-Aviv-Platz, Europaviertel, Gallus, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60326, Deutschland;50.10779625, 8.62892577773172, 0.0;5.010.779.625;862.892.577.773.172
Telemannstraße;Frankfurt am Main Telemannstraße;Telemannstraße, Westend Nord, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60323, Deutschland;50.1219275, 8.6692103, 0.0;501.219.275;86.692.103
Tempelgasse;Frankfurt am Main Tempelgasse;Tempelgasse, Harheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.1821374, 8.6945305, 0.0;501.821.374;86.945.305
Teplitz-Schönauer-Straße;Frankfurt am Main Teplitz-Schönauer-Straße;Teplitz-Schönauer-Straße, Fritz-Kissel-Siedlung, Sachsenhausen Süd, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60598, Deutschland;50.0887617, 8.6752462, 0.0;500.887.617;86.752.462
Teutonenweg;Frankfurt am Main Teutonenweg;Teutonenweg, Unterliederbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65929, Deutschland;50.114346, 8.5434334, 0.0;50.114.346;85.434.334
Tevesstraße;Frankfurt am Main Tevesstraße;Tevesstraße, Friedrich-Ebert-Siedlung, Europaviertel, Gallus, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60326, Deutschland;50.0978195, 8.6247477, 0.0;500.978.195;86.247.477
Textorstraße;Frankfurt am Main Textorstraße;Textorstraße, Sachsenhausen, Sachsenhausen Nord, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60594, Deutschland;50.1006135, 8.6837862, 0.0;501.006.135;86.837.862
Thea-Rasche-Straße;Frankfurt am Main Thea-Rasche-Straße;Thea-Rasche-Straße, Gateway Gardens, Flughafen, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60549, Deutschland;50.0554334, 8.5874134, 0.0;500.554.334;85.874.134
Theatertunnel;Frankfurt am Main Theatertunnel;Theatertunnel, Innenstadt, Bahnhofsviertel, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60311, Deutschland;50.1092148, 8.6750829, 0.0;501.092.148;86.750.829
Theobald-Christ-Straße;Frankfurt am Main Theobald-Christ-Straße;Theobald-Christ-Straße, Ostend, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60316, Deutschland;50.1148827, 8.6979878, 0.0;501.148.827;86.979.878
Theobald-Ziegler-Straße;Frankfurt am Main Theobald-Ziegler-Straße;Theobald-Ziegler-Straße, Eckenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60435, Deutschland;50.1482839, 8.691991, 0.0;501.482.839;8.691.991
Theodor-Fischer-Weg;Frankfurt am Main Theodor-Fischer-Weg;Theodor-Fischer-Weg, Praunheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60488, Deutschland;50.1418563, 8.6050711, 0.0;501.418.563;86.050.711
Theodor-Haubach-Weg;Frankfurt am Main Theodor-Haubach-Weg;Theodor-Haubach-Weg, Riederwald, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60386, Deutschland;50.1269357, 8.7266716, 0.0;501.269.357;87.266.716
Theodor-Heuss-Allee;Frankfurt am Main Theodor-Heuss-Allee;Theodor-Heuss-Allee, Bockenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60486, Deutschland;50.1154976, 8.6316742, 0.0;501.154.976;86.316.742
Theodor-Neubürger-Straße;Frankfurt am Main Theodor-Neubürger-Straße;Theodor-Neubürger-Straße, Niederursel, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60439, Deutschland;50.1682589, 8.6404079, 0.0;501.682.589;86.404.079
Theodor-Stern-Kai;Frankfurt am Main Theodor-Stern-Kai;Theodor-Stern-Kai, Sachsenhausen Nord, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60596, Deutschland;50.0999715, 8.6681293, 0.0;500.999.715;86.681.293
Theodor-Storm-Straße;Frankfurt am Main Theodor-Storm-Straße;Theodor-Storm-Straße, Ginnheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60431, Deutschland;50.1477542, 8.6584592, 0.0;501.477.542;86.584.592
Theodor-Thomas-Straße;Frankfurt am Main Theodor-Thomas-Straße;Theodor-Thomas-Straße, Bonames, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.1869982, 8.6643926, 0.0;501.869.982;86.643.926
Theodor-W.-Adorno-Platz;Frankfurt am Main Theodor-W.-Adorno-Platz;Theodor-W.-Adorno-Platz, Westend Nord, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60323, Deutschland;50.1278626, 8.66579899846285, 0.0;501.278.626;866.579.899.846.285
Therese-Herger-Anlage;Frankfurt am Main Therese-Herger-Anlage;Therese-Herger-Anlage, Nied, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65934, Deutschland;50.107058, 8.5847452, 0.0;50.107.058;85.847.452
Thielenstraße;Frankfurt am Main Thielenstraße;Thielenstraße, Eschersheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60433, Deutschland;50.1584327, 8.655724, 0.0;501.584.327;8.655.724
Thiotmannstraße;Frankfurt am Main Thiotmannstraße;Thiotmannstraße, Höchst, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65929, Deutschland;50.1057303, 8.5477464, 0.0;501.057.303;85.477.464
Thomas-Mann-Straße;Frankfurt am Main Thomas-Mann-Straße;Thomas-Mann-Straße, Niederursel, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60439, Deutschland;50.1632719, 8.6184508, 0.0;501.632.719;86.184.508
Thomasiusstraße;Frankfurt am Main Thomasiusstraße;Thomasiusstraße, Nordend Ost, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60316, Deutschland;50.1186654, 8.6952784, 0.0;501.186.654;86.952.784
Thomestraße;Frankfurt am Main Thomestraße;Thomestraße, Sossenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65936, Deutschland;50.118721, 8.5642144, 0.0;50.118.721;85.642.144
Thorwaldsenplatz;Frankfurt am Main Thorwaldsenplatz;Thorwaldsenplatz, Sachsenhausen, Sachsenhausen Nord, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60596, Deutschland;50.0983985, 8.6767824, 0.0;500.983.985;86.767.824
Thorwaldsenstraße;Frankfurt am Main Thorwaldsenstraße;Thorwaldsenstraße, Sachsenhausen, Sachsenhausen Nord, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60596, Deutschland;50.0981406, 8.6716277, 0.0;500.981.406;86.716.277
Throner Straße;Frankfurt am Main Throner Straße;Throner Straße, Bornheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60385, Deutschland;50.1294382, 8.7080161, 0.0;501.294.382;87.080.161
Thudichumstraße;Frankfurt am Main Thudichumstraße;Thudichumstraße, Rödelheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60489, Deutschland;50.1272078, 8.6138941, 0.0;501.272.078;86.138.941
Thünenstraße;Frankfurt am Main Thünenstraße;Thünenstraße, Riederwald, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60386, Deutschland;50.1274341, 8.7383882, 0.0;501.274.341;87.383.882
Thüringer Straße;Frankfurt am Main Thüringer Straße;Thüringer Straße, Ostend, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60316, Deutschland;50.116974, 8.7000716, 0.0;50.116.974;87.000.716
Thurn-und-Taxis-Platz;Frankfurt am Main Thurn-und-Taxis-Platz;Thurn-und-Taxis-Platz, Innenstadt, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60313, Deutschland;50.1152067, 8.68037795816327, 0.0;501.152.067;868.037.795.816.327
Tiberiusstraße;Frankfurt am Main Tiberiusstraße;Tiberiusstraße, Heddernheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60439, Deutschland;50.1596784, 8.6383701, 0.0;501.596.784;86.383.701
Tilly-Edinger-Platz;Frankfurt am Main Tilly-Edinger-Platz;Tilly-Edinger-Platz, Westend Süd, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60486, Deutschland;50.1166573, 8.64878803790742, 0.0;501.166.573;864.878.803.790.742
Tillystraße;Frankfurt am Main Tillystraße;Tillystraße, Nied, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65934, Deutschland;50.1020145, 8.559575, 0.0;501.020.145;8.559.575
Tilsiter Straße;Frankfurt am Main Tilsiter Straße;Tilsiter Straße, Bockenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60487, Deutschland;50.128774, 8.626955, 0.0;50.128.774;8.626.955
Tiroler Park;Frankfurt am Main Tiroler Park;Tiroler Park, Heimatsiedlung, Sachsenhausen, Sachsenhausen Nord, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60596, Deutschland;50.0938622, 8.67718080747253, 0.0;500.938.622;867.718.080.747.253
Tiroler Straße;Frankfurt am Main Tiroler Straße;Tiroler Straße, Heimatsiedlung, Sachsenhausen, Sachsenhausen Nord, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60596, Deutschland;50.0941305, 8.6748227, 0.0;500.941.305;86.748.227
Tischbeinstraße;Frankfurt am Main Tischbeinstraße;Tischbeinstraße, Sachsenhausen, Sachsenhausen Nord, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60596, Deutschland;50.1001807, 8.6751771, 0.0;501.001.807;86.751.771
Tituscorso;Frankfurt am Main Tituscorso;Tituscorso, NWZ, Heddernheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60439, Deutschland;50.1575053, 8.6336966, 0.0;501.575.053;86.336.966
Titusstraße;Frankfurt am Main Titusstraße;Titusstraße, Heddernheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60439, Deutschland;50.158967, 8.6405029, 0.0;50.158.967;86.405.029
Töngesgasse;Frankfurt am Main Töngesgasse;Töngesgasse, Innenstadt, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60311, Deutschland;50.1135489, 8.6857431, 0.0;501.135.489;86.857.431
Töplitzstraße;Frankfurt am Main Töplitzstraße;Töplitzstraße, Sachsenhausen Nord, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60596, Deutschland;50.0966923, 8.6657521, 0.0;500.966.923;86.657.521
Toni-Sender-Straße;Frankfurt am Main Toni-Sender-Straße;Toni-Sender-Straße, Sossenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65936, Deutschland;50.1239222, 8.5684946, 0.0;501.239.222;85.684.946
Tornowstraße;Frankfurt am Main Tornowstraße;Tornowstraße, Kuhwaldsiedlung, Bockenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60486, Deutschland;50.1124684, 8.6290638, 0.0;501.124.684;86.290.638
Tränkweg;Frankfurt am Main Tränkweg;Tränkweg, Schwanheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60529, Deutschland;50.0852253, 8.6095532, 0.0;500.852.253;86.095.532
Trajanstraße;Frankfurt am Main Trajanstraße;Trajanstraße, Heddernheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60439, Deutschland;50.160123, 8.6395422, 0.0;50.160.123;86.395.422
Trakehner Straße;Frankfurt am Main Trakehner Straße;Trakehner Straße, Bockenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60487, Deutschland;50.1275283, 8.6306016, 0.0;501.275.283;86.306.016
Treburer Straße;Frankfurt am Main Treburer Straße;Treburer Straße, Niederrad, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60528, Deutschland;50.0873746, 8.6479556, 0.0;500.873.746;86.479.556
Treisberger Straße;Frankfurt am Main Treisberger Straße;Treisberger Straße, Praunheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60439, Deutschland;50.1550422, 8.6255644, 0.0;501.550.422;86.255.644
Treunerweg;Frankfurt am Main Treunerweg;Treunerweg, Eschersheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60431, Deutschland;50.154304, 8.6543788, 0.0;50.154.304;86.543.788
Triebstraße;Frankfurt am Main Triebstraße;Triebstraße, Bergen-Enkheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60388, Deutschland;50.1480699, 8.753743, 0.0;501.480.699;8.753.743
Trifelsstraße;Frankfurt am Main Trifelsstraße;Trifelsstraße, Niederrad, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60528, Deutschland;50.0878223, 8.6354773, 0.0;500.878.223;86.354.773
Triftstraße;Frankfurt am Main Triftstraße;Triftstraße, Niederrad, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60528, Deutschland;50.0844945, 8.6459584, 0.0;500.844.945;86.459.584
Trümpertstraße;Frankfurt am Main Trümpertstraße;Trümpertstraße, Rödelheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60489, Deutschland;50.1272078, 8.6138941, 0.0;501.272.078;86.138.941
Tucholskystraße;Frankfurt am Main Tucholskystraße;Tucholskystraße, Sachsenhausen Süd, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60598, Deutschland;50.092269, 8.6863877, 0.0;50.092.269;86.863.877
Tulpenweg;Frankfurt am Main Tulpenweg;Tulpenweg, Nieder-Eschbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.2026057, 8.6651075, 0.0;502.026.057;86.651.075
Turiner Straße;Frankfurt am Main Turiner Straße;Turiner Straße, Sachsenhausen Süd, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60598, Deutschland;50.0897661, 8.6883857, 0.0;500.897.661;86.883.857
Turmstraße;Frankfurt am Main Turmstraße;Turmstraße, Bornheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60385, Deutschland;50.1308733, 8.7110446, 0.0;501.308.733;87.110.446
Über den Gartenwiesen;Frankfurt am Main Über den Gartenwiesen;Über den Gartenwiesen, Kalbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.1860249, 8.6367947, 0.0;501.860.249;86.367.947
Über der Heiern;Frankfurt am Main Über der Heiern;Über der Heiern, Harheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.1880176, 8.6951921, 0.0;501.880.176;86.951.921
Überlinger Weg;Frankfurt am Main Überlinger Weg;Überlinger Weg, Fechenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60386, Deutschland;50.1229212, 8.765289, 0.0;501.229.212;8.765.289
Uhlandstraße;Frankfurt am Main Uhlandstraße;Uhlandstraße, Ostend, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60314, Deutschland;50.1115121, 8.6967033, 0.0;501.115.121;86.967.033
Uhlfelderstraße;Frankfurt am Main Uhlfelderstraße;Uhlfelderstraße, Fechenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60314, Deutschland;50.1196114, 8.7489434, 0.0;501.196.114;87.489.434
Ulmenstraße;Frankfurt am Main Ulmenstraße;Ulmenstraße, Westend Süd, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60325, Deutschland;50.1169476, 8.6657757, 0.0;501.169.476;86.657.757
Ulrichstraße;Frankfurt am Main Ulrichstraße;Ulrichstraße, Dornbusch, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60433, Deutschland;50.1514735, 8.6672933, 0.0;501.514.735;86.672.933
Unter den Akazien;Frankfurt am Main Unter den Akazien;Unter den Akazien, Heimatsiedlung, Sachsenhausen, Sachsenhausen Nord, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60596, Deutschland;50.0927455, 8.6709827, 0.0;500.927.455;86.709.827
Unter den Birken;Frankfurt am Main Unter den Birken;Unter den Birken, Heimatsiedlung, Sachsenhausen, Sachsenhausen Nord, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60596, Deutschland;50.0907098, 8.6712342, 0.0;500.907.098;86.712.342
Unter den Buchen;Frankfurt am Main Unter den Buchen;Unter den Buchen, Heimatsiedlung, Sachsenhausen, Sachsenhausen Nord, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60596, Deutschland;50.0902754, 8.6712534, 0.0;500.902.754;86.712.534
Unter den Eichen;Frankfurt am Main Unter den Eichen;Unter den Eichen, Heimatsiedlung, Sachsenhausen, Sachsenhausen Nord, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60596, Deutschland;50.0911364, 8.6712123, 0.0;500.911.364;86.712.123
Unter den Eschen;Frankfurt am Main Unter den Eschen;Unter den Eschen, Heimatsiedlung, Sachsenhausen, Sachsenhausen Nord, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60596, Deutschland;50.0915281, 8.6711873, 0.0;500.915.281;86.711.873
Unter den Kastanien;Frankfurt am Main Unter den Kastanien;Unter den Kastanien, Heimatsiedlung, Sachsenhausen, Sachsenhausen Nord, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60596, Deutschland;50.0931587, 8.6709958, 0.0;500.931.587;86.709.958
